-10.6689125631680745698304	3.1291808721605800513998	0.8483856856261844381351	0.5185351452873760980111	-340.752302	-335.048520	0.000000	1.000000
-10.8334181104968685360745	3.1291808721605800513998	0.8339759417929250018275	0.5207396144503719792596	-312.804787	-307.101004	0.692000	1.000000
-10.9947281268906369433580	3.0154184481723866895209	1.0424289917416325046418	1.2633921658914135655039	-310.341399	-304.637617	0.692000	1.000000
-10.9754144859370761366790	3.1288215970288160150403	2.6722220164104544259942	0.4176795470236606688808	-310.618925	-304.915142	0.692000	1.000000
-10.8110712729024864842131	2.8477483374961920503665	2.8389342691448291589040	0.4413811495781368443581	-311.068046	-305.364264	0.692000	1.000000
-11.0011907432604481016369	2.7674516357534906241256	2.9455127088671448909452	0.4126291363471889517278	-310.110374	-304.406592	0.692000	1.000000
-10.9742449523076004425093	2.8762351985685783439806	1.1420924170824759968923	0.3609387205142671195546	-310.736817	-305.033035	0.692000	1.000000
-10.5759918304519704435052	3.7157609401791562575568	1.9023901593232646067833	0.7287891311867075172515	-309.729584	-304.025801	0.692000	1.000000
-10.5759918304519704435052	1.1771417864843103373573	1.9818443583413898334555	0.7287891311867075172515	-309.729584	-304.025801	0.692000	1.000000
-10.5759918304519704435052	3.7737711378174578769062	1.7220274597093176982554	0.7287891311867075172515	-309.729584	-304.025801	0.692000	1.000000
-10.5625285671702595635679	3.7902061910113755693885	2.0374259171525128664371	0.8049352728580184690443	-309.891031	-304.187249	0.692000	1.000000
-10.5793186205025637747212	3.4601276741326252306408	2.0499157739958726587304	1.2767410099604952211649	-309.822079	-304.118296	0.692000	1.000000
-8.2363924659804048644673	3.4920284198954179011309	2.2534623858523463724168	1.2767410099604952211649	-284.585687	-278.881904	0.692000	1.000000
-8.2170043619624664188450	3.5508636053487325767719	2.3582794517103002895908	1.2328079359295800454532	-283.843616	-278.139834	0.692000	1.000000
-8.2315844583614659057957	3.7287559738727198421770	2.7597794632016232618810	1.2784152923849705363324	-284.050843	-278.347061	0.692000	1.000000
-8.2182032356550251961380	3.7067676036208005996286	2.8004932511490783220154	1.5742391209029142906672	-283.831868	-278.128085	0.692000	1.000000
-8.2292256923935660495317	3.7516854858943720074649	2.6686456433290626222288	1.6960884941497729183624	-283.803523	-278.099741	0.692000	1.000000
-8.2249209320489491403805	3.9810131377115718365189	2.8632488610690871588815	1.6744544457961079153563	-283.675816	-277.972033	0.692000	1.000000
-8.2249209320489491403805	3.9810131377115718365189	2.8359538520399505401315	1.9659219071219766750147	-283.675816	-277.972033	0.692000	1.000000
-8.2249209320489491403805	1.7055546243598831424038	2.8359538520399505401315	1.9779199309850152843637	-283.675816	-277.972033	0.692000	1.000000
-8.2162223672313299260850	1.8698924794434514939923	2.8535144281429740686917	1.8146911794720652633117	-284.060700	-278.356918	0.692000	1.000000
-8.2185934040908463771302	2.0289321214115272340450	2.7542172219232683438861	0.9670150718147587642903	-283.831357	-278.127574	0.692000	1.000000
-8.2185934040908463771302	3.5557581666532662723057	2.9287434640867404667119	1.1474137434700200088855	-283.831357	-278.127574	0.692000	1.000000
-8.2185934040908463771302	3.7861161481775837955865	2.5976874944439405368257	1.1474137434700200088855	-283.831357	-278.127574	0.692000	1.000000
-3.6827769975171520400181	1.7346786675586223225309	2.5016899690359251096083	1.1474137434700200088855	-267.572658	-261.868876	0.692000	1.000000
-3.6804117673219636230897	1.6896451068919224880460	1.2797424729401982723687	1.0152769597406428037090	-267.524442	-261.820659	0.692000	1.000000
-3.4779793655795065987490	1.7057160144931124978740	1.1407984367795269697865	1.2283199020704063109122	-261.662669	-255.958886	0.692000	1.000000
-3.4201658209042378189224	0.5844605669766771427476	1.8262387712155674357462	1.2547703067150073330538	-261.394723	-255.690941	0.692000	1.000000
-3.1836548811453111440528	0.6426158681795544058701	1.7224680782617538543633	1.0497878759490948397115	-256.426277	-250.722495	0.692000	1.000000
-2.7113889039049552387439	-1.7406260637168016192078	2.0245754409042637789184	0.7516492189323769057552	-255.563234	-249.859452	0.692000	1.000000
-2.8310635122019496279222	1.3780651034950985867056	2.2880974892208523208126	0.8502633938241795918955	-254.484981	-248.781198	0.692000	1.000000
-2.9512232358349352878690	1.3046232693874908470377	2.6823084658136160385311	1.2141453408783993150877	-255.015483	-249.311700	0.692000	1.000000
-2.8250710825326250663636	1.1605100942021919774305	2.8564025852278254191674	0.2821215454403916966797	-254.600315	-248.896533	0.692000	1.000000
-2.9591800900595162104878	1.0670752820816198358500	2.1847397085434692165506	0.1340096198235419810985	-254.921802	-249.218020	0.692000	1.000000
-3.0410320433214503843544	-0.7903855219930254749627	2.3435967477583234952476	0.1560095327085266603273	-255.889159	-250.185377	0.692000	1.000000
-2.9348560636063281137353	-0.8488666424783399833132	2.2599010860341435247278	0.1738657918691360326768	-255.156840	-249.453058	0.692000	1.000000
-2.8903884940444433127027	-1.0648899113554746165278	0.6382272240712985045263	0.2722648347291106718515	-254.565988	-248.862205	0.692000	1.000000
-2.7955536507070286589283	-0.9974216385682699304027	0.7221834386904155689280	1.9477838420990607470884	-255.356012	-249.652230	0.692000	1.000000
-2.8675075143712263070483	2.6843816604617014576206	2.9409028352111454829299	1.5346159812896118523895	-254.709382	-249.005599	0.692000	1.000000
-2.9211208641214021497490	2.3042391637109687074769	2.1456176014986687583530	1.2172656671978916431698	-255.162774	-249.458992	0.692000	1.000000
